,nom_jeu,na_vente_jeu,eu_vente_jeu,jp_vente_jeu,autre_vente_jeu,global_vente_jeu,id_calendrier,id_console,id_genre,id_editeur
15368,Princess Isabella: A Witch's Curse,0.02,0.0,0.0,0.0,0.02,2010-01-01,27,2,123
15369,Meitantei Conan: Kieta Hakase to Machigai Sagashi no Tou,0.0,0.0,0.02,0.0,0.02,2008-01-01,5,2,348
15370,The Legend of Heroes: Trails in the Sky Third Chapter,0.0,0.0,0.02,0.0,0.02,2016-01-01,21,8,359
15371,Pippa Funnell: Ranch Rescue,0.0,0.02,0.0,0.0,0.02,2007-01-01,27,2,526
15372,Jewel Link: Galactic Quest,0.0,0.02,0.0,0.0,0.02,2012-01-01,5,1,59
15373,Super Bowling,0.02,0.0,0.0,0.0,0.02,1999-01-01,11,11,55
15374,Rat Attack!,0.02,0.0,0.0,0.0,0.02,2000-01-01,11,6,331
15375,Kawaii Koinu DS 3,0.0,0.0,0.02,0.0,0.02,2010-01-01,5,10,292
15376,Chuugen no Hasha: Sangoku Shouseiden,0.0,0.0,0.02,0.0,0.02,2006-01-01,20,12,348
15377,Chevrolet Camaro: Wild Ride,0.02,0.0,0.0,0.0,0.02,2010-01-01,5,7,472
15378,The Sims 2: Happy Holiday Stuff,0.01,0.01,0.0,0.0,0.02,2006-01-01,14,10,139
15379,Largo Winch .// Commando Sar,0.01,0.01,0.0,0.0,0.02,2002-01-01,16,2,526
15380,Joker no Kuni no Alice: Wonderful Wonder World,0.0,0.0,0.02,0.0,0.02,2011-01-01,20,2,417
15381,Cross Treasures,0.0,0.0,0.02,0.0,0.02,2009-01-01,5,8,466
15382,Ruff Trigger: The Vanocore Conspiracy,0.01,0.01,0.0,0.0,0.02,2006-01-01,17,5,349
15383,Silent Bomber,0.01,0.01,0.0,0.0,0.02,1999-01-01,16,1,543
15384,Samurai & Dragons,0.0,0.0,0.02,0.0,0.02,2012-01-01,21,1,447
15385,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.7,0.0,0.0,0.02,0.0,0.02,2015-01-01,18,4,348
15386,Elminage Original: Majo to Megami to Kamigami no Yubiwa,0.0,0.0,0.02,0.0,0.02,2011-01-01,20,8,469
15387,TalkMan,0.0,0.0,0.02,0.0,0.02,2006-01-01,20,4,457
15388,XGRA: Extreme G Racing Association,0.02,0.0,0.0,0.0,0.02,2003-01-01,30,7,18
15389,Uta no * Prince-Sama,0.0,0.0,0.02,0.0,0.02,2010-01-01,20,2,79
15390,Ridge Racer Unbounded,0.0,0.02,0.0,0.0,0.02,2012-01-01,14,7,348
15391,Elminage Gothic: Ulm Zakir to Yami no Gishiki,0.0,0.0,0.02,0.0,0.02,2012-01-01,20,8,469
15392,Planetarium Creator Ohira Takayuki Kanshuu: HomeStar Portable - 21st Century Star Navigator,0.0,0.0,0.02,0.0,0.02,2006-01-01,20,4,447
15393,Crayon Shin-Chan: Uchuu de Achoo!? Yuujou no Oba-Karate!!,0.0,0.0,0.02,0.0,0.02,2011-01-01,3,1,348
15394,Invizimals: The Resistance,0.0,0.02,0.0,0.0,0.02,2014-01-01,21,8,457
15395,Anima - Gate of Memories,0.0,0.02,0.0,0.0,0.02,2016-01-01,19,1,58
15396,B-17: Fortress in the Sky,0.02,0.0,0.0,0.0,0.02,2007-01-01,5,10,112
15397,Mushishi: Amefuru Sato,0.0,0.0,0.02,0.0,0.02,2008-01-01,5,10,302
15398,Arcana Famiglia: Vascello Phantasma no Majutsushi,0.0,0.0,0.02,0.0,0.02,2012-01-01,20,1,96
15399,The Legend of Heroes: Trails in the Sky Second Chapter,0.0,0.0,0.02,0.0,0.02,2013-01-01,18,8,157
15400,Motocross Mania 3,0.01,0.0,0.0,0.0,0.02,2005-01-01,30,7,495
15401,Psycho-Pass: Mandatory Happiness,0.0,0.01,0.01,0.0,0.02,2016-01-01,21,2,363
15402,ESPN MLS ExtraTime 2002,0.02,0.0,0.0,0.0,0.02,2002-01-01,8,11,276
15403,Winning Post 7: Maximum 2007,0.0,0.0,0.02,0.0,0.02,2007-01-01,17,11,501
15404,Resident Evil: Umbrella Corps,0.0,0.0,0.02,0.0,0.02,2016-01-01,19,1,86
15405,Strike Witches: Anata to Dekiru Koto - A Little Peaceful Days,0.0,0.0,0.02,0.0,0.02,2010-01-01,17,1,435
15406,Vitamin R,0.0,0.0,0.02,0.0,0.02,2013-01-01,20,2,110
15407,Fist of the North Star: Ken's Rage 2,0.0,0.0,0.02,0.0,0.02,2013-01-01,28,3,501
15408,Maximum Racing: Crash Car Racer,0.01,0.01,0.0,0.0,0.02,2010-01-01,27,7,368
15409,Dragon Ball Z: Buu's Fury / Dragon Ball GT: Transformation,0.01,0.01,0.0,0.0,0.02,2006-01-01,7,1,54
15410,Deus Ex: Mankind Divided,0.0,0.02,0.0,0.0,0.02,2016-01-01,14,8,466
15411,Guitar Freaks V2 & DrumMania V2,0.0,0.0,0.02,0.0,0.02,2006-01-01,17,10,276
15412,Backyard Baseball '09,0.01,0.01,0.0,0.0,0.02,2008-01-01,17,11,54
15413,Puzzle City,0.02,0.0,0.0,0.0,0.02,2009-01-01,5,6,123
15414,Gakuen K: Wonderful School Days,0.0,0.0,0.02,0.0,0.02,2014-01-01,20,2,231
15415,Worms,0.0,0.02,0.0,0.0,0.02,2007-01-01,29,12,324
15416,RollerCoaster Tycoon World,0.0,0.02,0.0,0.0,0.02,2016-01-01,14,10,54
15417,Pastel Chime Continue,0.0,0.0,0.02,0.0,0.02,2010-01-01,20,2,8
15418,Trapped Dead,0.0,0.02,0.0,0.0,0.02,2011-01-01,14,12,230
15419,Super Fruit Fall,0.01,0.0,0.0,0.0,0.02,2006-01-01,27,6,483
15420,Zwei!!,0.0,0.0,0.02,0.0,0.02,2008-01-01,20,8,157
15421,Pump It Up: Exceed,0.01,0.0,0.0,0.0,0.02,2005-01-01,30,4,305
15422,Ro-Kyu-Bu! Lost Secret,0.0,0.0,0.02,0.0,0.02,2013-01-01,20,2,264
15423,CV Casting Voice,0.0,0.0,0.02,0.0,0.02,2014-01-01,18,2,348
15424,Littlest Pet Shop,0.0,0.02,0.0,0.0,0.02,2008-01-01,14,10,139
15425,Net High,0.0,0.0,0.02,0.0,0.02,2015-01-01,21,2,301
15426,Malice,0.01,0.01,0.0,0.0,0.02,2004-01-01,17,5,153
15427,Defendin' De Penguin,0.02,0.0,0.0,0.0,0.02,2008-01-01,5,12,569
15428,The Sims 2: Family Fun Stuff,0.0,0.01,0.0,0.0,0.02,2006-01-01,14,10,139
15429,Sega Ages 2500 Series Vol. 32: Phantasy Star Complete Collection,0.0,0.0,0.02,0.0,0.02,2008-01-01,17,8,447
15430,Worldwide Soccer Manager 2007,0.0,0.02,0.0,0.0,0.02,2006-01-01,14,11,447
15431,Heroes of the Pacific,0.0,0.02,0.0,0.0,0.02,2005-01-01,14,10,92
15432,Kokoro Connect: Yochi Random,0.0,0.0,0.02,0.0,0.02,2012-01-01,20,1,348
15433,Tenkai Knights: Brave Battle,0.01,0.01,0.0,0.0,0.02,2014-01-01,3,1,348
15434,Mount & Blade: Warband,0.01,0.01,0.0,0.0,0.02,2010-01-01,14,8,391
15435,Horrid Henry: Missions of Mischief,0.0,0.02,0.0,0.0,0.02,2010-01-01,27,2,462
15436,Dark Tales: Edgar Allan Poe's The Premature Burial,0.0,0.02,0.0,0.0,0.02,2012-01-01,14,6,162
15437,Painkiller: Hell & Damnation,0.0,0.01,0.0,0.0,0.02,2013-01-01,29,9,368
15438,Resident Evil Zero,0.01,0.01,0.0,0.0,0.02,2016-01-01,14,1,86
15439,Warship Gunner 2 Portable,0.0,0.0,0.02,0.0,0.02,2009-01-01,20,10,501
15440,Nervous Brickdown,0.0,0.01,0.0,0.0,0.02,2007-01-01,5,6,138
15441,Downtown Nekketsu Jidaigek,0.0,0.0,0.02,0.0,0.02,2015-01-01,3,1,40
15442,Mini Ninjas,0.0,0.02,0.0,0.0,0.02,2009-01-01,14,1,138
15443,Legend of Kay Anniversary,0.0,0.02,0.0,0.0,0.02,2015-01-01,19,1,368
15444,NHL 09,0.0,0.02,0.0,0.0,0.02,2008-01-01,14,11,139
15445,Spanish for Everyone!,0.02,0.0,0.0,0.0,0.02,2007-01-01,5,6,22
15446,Battle Princess of Arcadias,0.0,0.0,0.02,0.0,0.02,2013-01-01,18,8,363
15447,Nobunaga's Ambition: Tenshouki with Power-Up Kit HD Version,0.0,0.0,0.02,0.0,0.02,2015-01-01,21,12,501
15448,Germany's Next Topmodel 2011,0.0,0.02,0.0,0.0,0.02,2011-01-01,27,10,9
15449,Uchuu Keiji Tamashii: The Space Sheriff Spirits,0.0,0.0,0.02,0.0,0.02,2006-01-01,17,1,348
15450,Angelique Retour,0.0,0.0,0.02,0.0,0.02,2015-01-01,21,1,501
15451,Winx Club: Saving Alfea,0.02,0.0,0.0,0.0,0.02,2014-01-01,5,1,348
15452,UFO: Trilogy,0.0,0.02,0.0,0.0,0.02,2007-01-01,14,12,531
15453,Mount & Blade Collection,0.0,0.02,0.0,0.0,0.02,2012-01-01,14,8,391
15454,Car Battler Joe,0.01,0.01,0.0,0.0,0.02,2001-01-01,7,8,539
15455,Vietcong,0.0,0.02,0.0,0.0,0.02,2003-01-01,14,9,190
15456,StormLover Karen!!,0.0,0.0,0.02,0.0,0.02,2011-01-01,20,2,110
15457,Digimon Rumble Arena 2,0.01,0.0,0.0,0.0,0.02,2004-01-01,30,3,54
15458,Steins;Gate: Hiyoku Renri no Darling,0.0,0.0,0.02,0.0,0.02,2012-01-01,18,2,8
15459,Ten Pin Alley 2,0.02,0.0,0.0,0.0,0.02,2008-01-01,27,11,556
15460,Coded Soul: Uke Keigareshi Idea,0.0,0.0,0.02,0.0,0.02,2008-01-01,20,8,457
15461,Starship Troopers,0.0,0.02,0.0,0.0,0.02,2005-01-01,14,9,143
15462,AIR,0.0,0.0,0.02,0.0,0.02,2007-01-01,20,2,413
15463,Crysis: Warhead,0.0,0.02,0.0,0.0,0.02,2008-01-01,14,9,139
15464,Hana to Otome ni Shukufuku o: Harekaze no Okurimono,0.0,0.0,0.02,0.0,0.02,2010-01-01,17,2,31
15465,Dino Dini's Kick Off Revival,0.0,0.02,0.0,0.0,0.02,2016-01-01,19,11,58
15466,Garfield Gets Real,0.0,0.02,0.0,0.0,0.02,2009-01-01,5,1,569
15467,Mighty No. 9,0.01,0.01,0.0,0.0,0.02,2016-01-01,28,5,121
15468,Atlantic Quest,0.0,0.02,0.0,0.0,0.02,2011-01-01,14,6,58
15469,Tycoon City: New York,0.0,0.02,0.0,0.0,0.02,2006-01-01,14,12,54
15470,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.5,0.0,0.0,0.02,0.0,0.02,2015-01-01,18,1,348
15471,Agatha Christie: The ABC Murders,0.0,0.02,0.0,0.0,0.02,2016-01-01,14,2,322
15472,Virtua Pro Football,0.0,0.0,0.02,0.0,0.02,2006-01-01,17,11,447
15473,Date-A-Live Twin Edition: Rio Reincarnation,0.0,0.0,0.02,0.0,0.02,2015-01-01,21,1,99
15474,Adidas Power Soccer 98,0.01,0.01,0.0,0.0,0.02,1998-01-01,16,11,414
15475,Natsuiro High School: Seishun Hakusho,0.0,0.0,0.02,0.0,0.02,2015-01-01,19,1,110
15476,Black Rose Valkyrie,0.0,0.0,0.02,0.0,0.02,2016-01-01,19,8,231
15477,Yu-Gi-Oh! 5D's Wheelie Breakers (JP sales),0.0,0.0,0.02,0.0,0.02,,27,7,531
15478,Heroes VS,0.0,0.0,0.02,0.0,0.02,2013-01-01,20,3,348
15479,Kazoku Keikaku,0.0,0.0,0.02,0.0,0.02,2010-01-01,20,2,108
15480,Sotsugyou II: Neo Generation Special,0.0,0.0,0.02,0.0,0.02,1995-01-01,2,10,237
15481,"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",0.02,0.0,0.0,0.0,0.02,2009-01-01,14,9,22
15482,Agatha Christie's The ABC Murders,0.01,0.01,0.0,0.0,0.02,2016-01-01,19,2,322
15483,Tom Clancy's Splinter Cell Classic Trilogy HD,0.02,0.0,0.0,0.0,0.02,2011-01-01,18,1,526
15484,Aoishiro,0.0,0.0,0.02,0.0,0.02,2008-01-01,17,2,474
15485,Rainbow Islands Revolution,0.01,0.0,0.0,0.0,0.02,2005-01-01,5,5,431
15486,"Warhammer 40,000: Dawn of War: Soulstorm",0.0,0.02,0.0,0.0,0.02,2008-01-01,14,12,489
15487,Virtual Kasparov,0.01,0.01,0.0,0.0,0.02,2002-01-01,7,12,510
15488,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,0.01,0.0,0.0,0.0,0.02,2005-01-01,30,5,199
15489,Dynasty Warriors 8: Empires,0.0,0.0,0.02,0.0,0.02,2015-01-01,21,1,501
15490,Mary King's Riding School,0.0,0.02,0.0,0.0,0.02,2008-01-01,5,10,194
15491,Devil Survivor: Over Clock,0.0,0.0,0.02,0.0,0.02,2015-01-01,3,12,56
15492,PC Engine Best Collection: Tengai Makyou Collection,0.0,0.0,0.02,0.0,0.02,2008-01-01,20,8,225
15493,Commandos 3: Destination Berlin,0.0,0.02,0.0,0.0,0.02,2003-01-01,14,12,138
15494,Otoko Yukaku,0.0,0.0,0.02,0.0,0.02,2015-01-01,21,1,110
15495,Speed Kings,0.01,0.0,0.0,0.0,0.02,2003-01-01,8,7,18
15496,Spirits and Demons: 5 Game Pack,0.0,0.02,0.0,0.0,0.02,2015-01-01,14,4,162
15497,Rose to Tasogare no Kojou,0.0,0.0,0.02,0.0,0.02,2016-01-01,21,1,363
15498,Army Rescue,0.02,0.0,0.0,0.0,0.02,2009-01-01,27,9,524
15499,Azada,0.0,0.02,0.0,0.0,0.02,2012-01-01,3,6,284
15500,ESPN MLS ExtraTime 2002,0.01,0.0,0.0,0.0,0.02,2002-01-01,30,11,276
15501,Zettai Meikyuu Grimm: Nanatsu no Kagi to Rakuen no Otome,0.0,0.0,0.02,0.0,0.02,2010-01-01,20,4,269
15502,Dreamer Series: Horse Trainer,0.02,0.0,0.0,0.0,0.02,2008-01-01,5,10,129
15503,Hogs of War,0.01,0.01,0.0,0.0,0.02,2000-01-01,16,12,242
15504,Katekyoo Hitman Reborn! Dream Hyper Battle!,0.0,0.0,0.02,0.0,0.02,2007-01-01,17,3,302
15505,Muchi Muchi Pork & Pink Sweets,0.0,0.0,0.02,0.0,0.02,2011-01-01,29,9,87
15506,Point Blank 3,0.01,0.01,0.0,0.0,0.02,2000-01-01,16,9,348
15507,Meiji Toukyou Renka,0.0,0.0,0.02,0.0,0.02,2013-01-01,20,2,79
15508,Sengoku Basara: Sanada Yukimura-Den,0.0,0.0,0.02,0.0,0.02,2016-01-01,18,1,86
15509,Hakuoki: Shinkai - Hana no Shou,0.0,0.0,0.02,0.0,0.02,2016-01-01,21,2,231
15510,Mushihimesama,0.0,0.0,0.02,0.0,0.02,2012-01-01,29,1,87
15511,Uru: Ages Beyond Myst,0.0,0.02,0.0,0.0,0.02,2003-01-01,14,2,526
15512,Higurashi no Naku Koro ni: Jan,0.0,0.0,0.02,0.0,0.02,2009-01-01,20,4,12
15513,Soukoku no Kusabi: Hiiro no Kakera 3 - Ashita e no Tobira,0.0,0.0,0.02,0.0,0.02,2012-01-01,20,1,231
15514,Elvandia Story,0.0,0.0,0.02,0.0,0.02,2007-01-01,17,8,463
15515,Triggerheart Excelica Enhanced,0.0,0.0,0.02,0.0,0.02,2009-01-01,17,9,31
15516,Puzzle Star Sweep,0.01,0.01,0.0,0.0,0.02,1997-01-01,16,6,325
15517,Battle Spirits: Kiseki no Hasha,0.0,0.0,0.02,0.0,0.02,2009-01-01,20,8,348
15518,X-Plane 10 Global,0.0,0.02,0.0,0.0,0.02,2013-01-01,14,10,26
15519,Chrysler Classic Racing,0.02,0.0,0.0,0.0,0.02,2008-01-01,5,7,568
15520,The Conveni 4,0.0,0.0,0.02,0.0,0.02,2006-01-01,17,10,212
15521,The Cheetah Girls,0.01,0.0,0.0,0.0,0.02,2006-01-01,7,4,127
15522,Charlie's Angels,0.01,0.0,0.0,0.0,0.02,2003-01-01,8,1,526
15523,WRC 2: FIA World Rally Championship,0.0,0.01,0.0,0.0,0.02,2011-01-01,14,7,526
15524,uDraw Studio: Instant Artist,0.01,0.01,0.0,0.0,0.02,2011-01-01,29,4,489
15525,Seitokai no Ichizon: DS-suru Seitokai,0.0,0.0,0.02,0.0,0.02,2010-01-01,5,2,264
15526,Teenage Mutant Ninja Turtles Double Pack,0.01,0.0,0.0,0.0,0.02,2006-01-01,7,1,276
15527,Prism Ark: Awake,0.0,0.0,0.02,0.0,0.02,2008-01-01,17,2,8
15528,Rozen Maiden: Duellwalzer,0.0,0.0,0.02,0.0,0.02,2006-01-01,17,2,492
15529,Rugby 06,0.01,0.0,0.0,0.0,0.02,2006-01-01,30,11,139
15530,Marvel Avengers: Battle for Earth,0.02,0.0,0.0,0.0,0.02,2012-01-01,29,1,526
15531,Winter Blast: 9 Snow & Ice Games,0.02,0.0,0.0,0.0,0.02,2010-01-01,27,11,123
15532,Natsuiro High School: Seishun Hakusho,0.0,0.0,0.02,0.0,0.02,2015-01-01,18,1,110
15533,Kamen Rider: Battride War II,0.0,0.0,0.02,0.0,0.02,2014-01-01,28,1,348
15534,Shrek / Shark Tale Game Boy Advance Video,0.01,0.0,0.0,0.0,0.02,2006-01-01,7,4,215
15535,Urban Chaos: Riot Response,0.01,0.0,0.0,0.0,0.02,2006-01-01,30,9,138
15536,Ginga Fukei Densetsu: Sapphire,0.0,0.0,0.02,0.0,0.02,1995-01-01,25,9,225
15537,Katekyoo Hitman Reborn!! Let's Ansatsu!? Nerawareta 10 Daime!,0.0,0.0,0.02,0.0,0.02,2007-01-01,17,1,302
15538,The Mummy,0.01,0.0,0.0,0.0,0.02,2002-01-01,7,1,526
15539,Guitar Freaks V3 & DrumMania V3,0.0,0.0,0.02,0.0,0.02,2007-01-01,17,10,276
15540,The Talos Principle,0.0,0.02,0.0,0.0,0.02,2015-01-01,19,6,125
15541,The Crow: City of Angels,0.01,0.01,0.0,0.0,0.02,1997-01-01,16,1,18
15542,Legendary,0.0,0.01,0.0,0.0,0.02,2008-01-01,14,9,54
15543,Snow Portable,0.0,0.0,0.02,0.0,0.02,2007-01-01,20,2,413
15544,Poyo Poyo Kansatsu Nikki,0.0,0.0,0.02,0.0,0.02,2012-01-01,3,1,228
15545,Jinsei Game DS,0.0,0.0,0.02,0.0,0.02,2006-01-01,5,4,56
15546,Guitar Freaks & DrumMania: Masterpiece Gold,0.0,0.0,0.02,0.0,0.02,2007-01-01,17,10,276
15547,Broken Sword: The Sleeping Dragon,0.01,0.0,0.0,0.0,0.02,2003-01-01,30,2,489
15548,Reversal Challenge,0.02,0.0,0.0,0.0,0.02,2009-01-01,5,4,512
15549,Wild West Shootout,0.01,0.01,0.0,0.0,0.02,2010-01-01,27,9,531
15550,Miyako,0.0,0.0,0.02,0.0,0.02,2010-01-01,20,2,231
15551,Motto NUGA-CEL!,0.0,0.0,0.02,0.0,0.02,2010-01-01,20,2,231
15552,Yu-Gi-Oh! GX: The Beginning of Destiny (JP sales),0.0,0.0,0.02,0.0,0.02,2007-01-01,17,12,276
15553,11eyes: CrossOver,0.0,0.0,0.02,0.0,0.02,2010-01-01,20,2,8
15554,Super Dodge Ball,0.0,0.0,0.02,0.0,0.02,1995-01-01,13,11,500
15555,Tsuki ni Yori Sou Otome no Sahou: Hidamari no Hibi,0.0,0.0,0.02,0.0,0.02,2015-01-01,21,2,571
15556,Gon: BakuBakuBakuBaku Adventure,0.0,0.0,0.02,0.0,0.02,2012-01-01,3,1,348
15557,Style Book: Junior City,0.0,0.0,0.02,0.0,0.02,2006-01-01,5,4,348
15558,Amatsumi Sora ni! Kumo no Hatate ni,0.0,0.0,0.02,0.0,0.02,2015-01-01,21,2,413
15559,Garfield's Nightmare,0.01,0.0,0.0,0.0,0.02,2007-01-01,5,5,183
15560,Earth Seeker,0.0,0.0,0.02,0.0,0.02,2011-01-01,27,8,264
15561,Downtown Nekketsu Koushinkyoku: Soreyuke Daiundoukai All-Star Special,0.0,0.0,0.02,0.0,0.02,2015-01-01,18,1,40
15562,Lovely x Cation 1 & 2,0.0,0.0,0.02,0.0,0.02,2015-01-01,21,1,8
15563,Barbie as the Princess and the Pauper,0.01,0.0,0.0,0.0,0.02,2004-01-01,7,2,546
15564,Blood Bowl: Legendary Edition,0.0,0.01,0.0,0.0,0.02,2010-01-01,14,11,161
15565,Tantei Opera: Milky Holmes,0.0,0.0,0.02,0.0,0.02,2010-01-01,20,2,531
15566,Pirates of the Burning Sea,0.0,0.01,0.0,0.0,0.02,2008-01-01,14,8,274
15567,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.8,0.0,0.0,0.02,0.0,0.02,2016-01-01,18,4,348
15568,Mary King's Riding School 2,0.0,0.02,0.0,0.0,0.02,2009-01-01,27,10,325
15569,Micro Machines V4,0.01,0.0,0.0,0.0,0.02,2006-01-01,20,7,92
15570,Entaku no Seito: The Eternal Legend,0.0,0.0,0.02,0.0,0.02,2012-01-01,20,8,263
15571,New Atelier Rorona: Hajimari no Monogatari,0.0,0.0,0.02,0.0,0.02,2015-01-01,3,1,501
15572,WorldShift,0.02,0.0,0.0,0.0,0.02,2009-01-01,14,12,403
15573,The Crew: Wild Run,0.0,0.02,0.0,0.0,0.02,2015-01-01,14,1,526
15574,Casper's Scare School: Spooky Sports Day,0.02,0.0,0.0,0.0,0.02,2009-01-01,5,11,73
15575,7 Roses: A Darkness Rises,0.0,0.02,0.0,0.0,0.02,2015-01-01,14,4,59
15576,My Hero: Doctor,0.02,0.0,0.0,0.0,0.02,2009-01-01,5,1,297
15577,Sega Ages 2500 Series Vol. 29: Monster World Complete Collection,0.0,0.0,0.02,0.0,0.02,2007-01-01,17,8,447
15578,Bakumatsu Rock: Ultra Soul,0.0,0.0,0.02,0.0,0.02,2014-01-01,21,4,302
15579,Metal Fight Beyblade Portable: Chouzetsu Tensei Vulcan Horses,0.0,0.0,0.02,0.0,0.02,2010-01-01,20,1,494
15580,Cabela's Alaskan Adventure,0.01,0.01,0.0,0.0,0.02,,17,11,531
15581,Elf Bowling 1 & 2,0.02,0.0,0.0,0.0,0.02,2005-01-01,5,11,233
15582,Niko Puchi Girls Runway,0.0,0.0,0.02,0.0,0.02,2015-01-01,3,4,213
15583,MotoGP 14,0.0,0.01,0.0,0.0,0.02,2014-01-01,21,7,329
15584,Bomberman 2,0.0,0.01,0.0,0.0,0.02,2008-01-01,5,6,225
15585,Arabians Lost: The Engagement on Desert,0.0,0.0,0.02,0.0,0.02,2007-01-01,17,2,413
15586,Densha de Go! Tokubetsu-hen: Fukkatsu Shouwa no Yamatesen,0.0,0.0,0.02,0.0,0.02,2010-01-01,5,10,466
15587,Summon Night Granthese: Horobi no Ken to Yakusoku no Kishi,0.0,0.0,0.02,0.0,0.02,2010-01-01,17,8,348
15588,Gakken DS: Shin TOEIC Test Kanzen Kouryaku,0.0,0.0,0.02,0.0,0.02,2007-01-01,5,4,181
15589,SD Gundam Sangokuden Brave Battle Warriors: Shin Mirisha Taisen,0.0,0.0,0.02,0.0,0.02,2010-01-01,5,1,348
15590,Peggle Nights,0.0,0.01,0.0,0.0,0.02,2008-01-01,14,6,408
15591,Starry ? Sky: After Summer,0.0,0.0,0.02,0.0,0.02,2013-01-01,20,4,48
15592,Puzzle Guzzle,0.02,0.0,0.0,0.0,0.02,2007-01-01,20,6,111
15593,ESPN NFL Primetime 2002,0.01,0.0,0.0,0.0,0.02,2002-01-01,30,11,276
15594,Gallop Racer Inbreed,0.0,0.0,0.02,0.0,0.02,2006-01-01,17,11,501
15595,Myth Makers: Super Kart GP,0.01,0.0,0.0,0.0,0.02,2007-01-01,27,7,410
15596,Red Ninja: End of Honor,0.01,0.0,0.0,0.0,0.02,2005-01-01,30,1,546
15597,Ketsui: Kizuna Jigoku Tachi Extra,0.0,0.0,0.02,0.0,0.02,2010-01-01,29,9,8
15598,Frisbee Disc Freestyle / Frisbee Disc Golf,0.02,0.0,0.0,0.0,0.02,2007-01-01,5,11,112
15599,Call of Duty: Modern Warfare Trilogy,0.0,0.01,0.0,0.0,0.02,2016-01-01,18,9,22
15600,The King of Fighters Collection: The Orochi Saga (JP sales),0.0,0.0,0.02,0.0,0.02,2006-01-01,17,3,233
15601,Emergency 2012,0.0,0.02,0.0,0.0,0.02,2010-01-01,5,10,434
15602,Command & Conquer 3: Kane's Wrath,0.0,0.01,0.0,0.0,0.02,2008-01-01,14,12,139
15603,Suzumiya Haruhi-Chan no Mahjong,0.0,0.0,0.02,0.0,0.02,2011-01-01,20,4,264
15604,Tsuki no Hikari: Shizumeru Kane no Satsujin,0.0,0.0,0.02,0.0,0.02,2002-01-01,17,2,539
15605,Aqua Panic!,0.01,0.01,0.0,0.0,0.02,2009-01-01,5,6,352
15606,James Bond 007: Blood Stone,0.02,0.0,0.0,0.0,0.02,2010-01-01,14,9,22
15607,Writing and Speaking Beautiful Japanese DS,0.0,0.0,0.02,0.0,0.02,,5,4,531
15608,Sega Ages 2500 Series Vol. 26: Dynamite Deka,0.0,0.0,0.02,0.0,0.02,2006-01-01,17,1,447
15609,Kong: The Animated Series,0.01,0.0,0.0,0.0,0.02,2002-01-01,7,1,61
15610,Heavy Fire: Afghanistan,0.02,0.0,0.0,0.0,0.02,2011-01-01,14,9,305
15611,Let's Dance with Mel B,0.0,0.02,0.0,0.0,0.02,2011-01-01,29,11,71
15612,Agatha Christie: Death on the Nile,0.0,0.01,0.0,0.0,0.02,2008-01-01,14,2,69
15613,The Crew: Wild Run,0.0,0.02,0.0,0.0,0.02,2015-01-01,31,1,526
15614,Toukiden 2,0.0,0.0,0.02,0.0,0.02,2016-01-01,18,1,501
15615,Koisuru Otome to Shugo no Tate Portable,0.0,0.0,0.02,0.0,0.02,2010-01-01,20,2,31
15616,PachiPara 3D: Ooumi Monogatari 2 - Pachi Pro Fuuunroku Hana,0.0,0.0,0.02,0.0,0.02,2012-01-01,3,1,252
15617,Nodame Cantabile: Tanoshii Ongaku no Jikan Desu,0.0,0.0,0.02,0.0,0.02,2010-01-01,5,4,348
15618,Iridium Runners,0.01,0.01,0.0,0.0,0.02,2008-01-01,17,7,462
15619,Ben 10 Omniverse 2,0.0,0.02,0.0,0.0,0.02,2013-01-01,3,1,348
15620,"Shounen Onmyouji: Tsubasa Yoima, Ten e Kaere",0.0,0.0,0.02,0.0,0.02,2007-01-01,17,2,264
15621,Bakumatsu Renka: Karyuu Kenshi-den,0.0,0.0,0.02,0.0,0.02,2007-01-01,17,2,110
15622,Dancing on Ice,0.0,0.02,0.0,0.0,0.02,2010-01-01,5,11,194
15623,Tiny Toon Adventures: Wacky Stackers,0.01,0.0,0.0,0.0,0.02,2001-01-01,7,6,100
15624,Princess Frontier Portable,0.0,0.0,0.02,0.0,0.02,2011-01-01,20,2,31
15625,Rock Blast,0.02,0.0,0.0,0.0,0.02,2010-01-01,27,6,524
15626,Touch Detective (JP sales),0.0,0.0,0.02,0.0,0.02,2006-01-01,5,2,7
15627,Tomb Raider: Legend,0.0,0.01,0.0,0.0,0.02,2006-01-01,14,1,138
15628,Emergency Mayhem,0.02,0.0,0.0,0.0,0.02,2008-01-01,27,7,92
15629,Rising Zan: The Samurai Gunman,0.01,0.01,0.0,0.0,0.02,1998-01-01,16,1,28
15630,Mai-Otome Hime: Otome Butou Shi,0.0,0.0,0.02,0.0,0.02,2006-01-01,17,3,477
15631,Robopon 2: Cross Version,0.01,0.0,0.0,0.0,0.02,2001-01-01,7,8,224
15632,TMNT: Mutant Melee,0.01,0.0,0.0,0.0,0.02,2005-01-01,30,3,276
15633,Ultimate Puzzle Games,0.01,0.0,0.0,0.0,0.02,2005-01-01,7,6,502
